cycleNo,particle0,particle1,particle2,particle3,addrs,n_frames,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points
66,346,115,221,16,D://NMC_degradation_3_160623_Halfthedata\8_c2_x10_300623chopped\8_c2_x10_300623_cycle1.hdf5,908.0,0.9746478873239436,False,0.9426229508196722,False,0.9057377049180328,False,0.8888888888888888,False,-0.04507042253521132,0.04507042253521132,-0.005633802816901387,1.0107042253521128,0.030560459391809618,-0.0491803278688524,0.0491803278688524,-0.01229508196721288,1.0032786885245901,0.052676291846097005,-0.05737704918032793,0.05737704918032793,-0.010245901639344157,0.9573770491803278,0.04165434736810448,-0.05555555555555558,0.05555555555555558,-0.027777777777777842,0.9777777777777779,0.10829771494232177,0.9279743579876344,0.03836292588369209,0.8888888888888888,0.9746478873239436,0.08575899843505475,0.04134050208767007,-0.05179583878498681,0.05179583878498681,0.05737704918032793,0.005696709598739795,0,0,0,0,2.0,0.25280898876404495,0,0,,0,0,,0,0,,0.6416420002209151,0.6341707408081786,0.6341707408081786,98.83560312289966,2.999969,4.200073,91696.0
68,332,112,213,17,D://NMC_degradation_3_160623_Halfthedata\8_c2_x10_300623chopped\8_c2_x10_300623_cycle3.hdf5,913.0,0.9352112676056338,False,0.918032786885246,False,0.8729508196721312,False,0.9444444444444444,False,-0.03943661971830981,0.03943661971830981,-0.04225352112676044,0.987605633802817,0.03594171922870212,-0.024590163934426146,0.024590163934426146,-0.03688524590163921,0.9737704918032787,0.050328135845929954,-0.032786885245901676,0.032786885245901676,-0.04508196721311454,0.9303278688524591,0.04423572365762878,0.05555555555555558,0.05555555555555558,1.848384810120881e-16,0.9333333333333332,0.0248451997499977,0.9176598296518639,0.031751657354631264,0.8729508196721312,0.9444444444444444,0.07149362477231325,0.034600683530712044,-0.010314528335770512,0.0380923061135483,0.05555555555555558,0.04433119576996628,0,0,0,0,2.0,0.30337078651685395,0,0,,0,0,,0,0,,0.6435106367668931,0.6333962939103049,0.6333962939103049,98.42825552854816,2.991475,4.200073,67822.0
70,344,119,222,19,D://NMC_degradation_3_160623_Halfthedata\8_c2_x10_300623chopped\8_c2_x10_300623_cycle5.hdf5,913.0,0.9690140845070424,False,0.9754098360655736,False,0.9098360655737704,False,1.0555555555555556,False,0.03380281690140863,0.03380281690140863,-0.002816901408450593,0.9769014084507042,0.0304954785413506,0.0573770491803276,0.0573770491803276,0.016393442622951105,0.9590163934426229,0.028979786114202075,0.03688524590163922,0.03688524590163922,0.0020491803278688166,0.9155737704918033,0.03286363966676945,0.11111111111111116,0.11111111111111116,0.08333333333333351,0.9555555555555555,0.0608580619450184,0.9774538854254855,0.05985384648161438,0.9098360655737704,1.0555555555555556,0.1457194899817852,0.06123444530128397,0.05979405577362165,0.05979405577362165,0.11111111111111116,0.03577541128226697,0,0,0,0,2.0,0.30337078651685395,0,0,,0,0,,1,1,16.0,0.6430934518879965,0.6342278371662973,0.6342278371662973,98.62141113462258,2.99688,4.200459,66196.0
72,347,116,224,18,D://NMC_degradation_3_160623_Halfthedata\8_c2_x10_300623chopped\8_c2_x10_300623_cycle7.hdf5,911.0,0.9774647887323944,False,0.9508196721311476,False,0.918032786885246,False,1.0,False,0.00845070422535199,0.00845070422535199,0.021126760563380264,0.9752112676056338,0.030102647903983138,-0.024590163934426035,0.024590163934426035,0.016393442622950807,0.9557377049180328,0.028747012978278252,0.008196721311475641,0.008196721311475641,0.022540983606557406,0.9139344262295083,0.0324003858623808,-0.05555555555555558,0.05555555555555558,0.02777777777777776,0.9666666666666666,0.06334307917217426,0.961579311937197,0.035310845062511524,0.918032786885246,1.0,0.08196721311475397,0.03672171876428406,-0.015874573488288496,0.02419828625670231,0.05555555555555558,0.030668595358718676,0,0,0,0,2.0,0.2808988764044944,0,0,,0,0,,1,1,14.0,0.6423039051026909,0.6336484013776601,0.6336484013776601,98.65242860018937,2.986071,4.200073,56714.0
74,363,123,239,18,D://NMC_degradation_3_160623_Halfthedata\8_c2_x10_300623chopped\8_c2_x10_300623_cycle9.hdf5,910.0,1.0225352112676056,False,1.0081967213114753,False,0.9795081967213116,False,1.0,False,0.04507042253521121,0.04507042253521121,0.026760563380281738,0.975774647887324,0.031151924058477106,0.05737704918032771,0.05737704918032771,0.016393442622950814,0.9590163934426229,0.03428934534975655,0.061475409836065587,0.061475409836065587,0.034836065573770725,0.9172131147540984,0.03881560817230013,0.0,0.0,-0.027777777777777693,0.9777777777777779,0.06334307917217423,1.002560032325098,0.01796961256050416,0.9795081967213116,1.0225352112676056,0.043027014546293985,0.017923727239385092,0.040980720387901126,0.040980720387901126,0.061475409836065587,0.028195844851154388,0,0,0,0,2.0,0.2696629213483146,0,0,,0,0,,1,1,12.0,0.6439154388570361,0.6312882726381965,0.6312882726381965,98.03900241291728,2.987036,4.200073,48585.0
76,370,135,255,24,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle1.hdf5,905.0,1.0422535211267605,False,1.1065573770491803,False,1.0450819672131149,False,1.3333333333333333,False,0.019718309859154903,0.019718309859154903,0.032394366197183146,0.9892957746478874,0.0429704437480644,0.09836065573770503,0.09836065573770503,0.07786885245901635,0.9918032786885245,0.07215908549860228,0.06557377049180324,0.06557377049180324,0.06352459016393441,0.9450819672131148,0.06775322771372232,0.33333333333333326,0.33333333333333326,0.1666666666666666,1.0666666666666667,0.15416041028346222,1.1318065496805971,0.1375881091946917,1.0422535211267605,1.3333333333333333,0.29107981220657275,0.12156504062776445,0.1292465173554991,0.1292465173554991,0.33333333333333326,0.13982848044941154,0,0,0,0,2.0,0.20224719101123595,0,0,,0,0,,1,1,10.0,0.6361416828134568,0.6265629096357282,0.6265629096357282,98.49423902936768,2.999969,4.200073,90754.0
78,342,135,259,21,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle3.hdf5,908.0,0.9633802816901408,False,1.1065573770491803,False,1.0614754098360657,False,1.1666666666666667,False,-0.07887323943661972,0.07887323943661972,-0.029577464788732306,0.9949295774647888,0.03526193537641927,0.0,0.0,0.049180327868852645,1.0295081967213116,0.0732220047020566,0.016393442622950838,0.016393442622950838,0.04098360655737707,0.9827868852459017,0.06999683257701225,-0.16666666666666652,0.16666666666666652,0.08333333333333344,1.1111111111111112,0.1416394309331328,1.0745199338105134,0.08571192064991404,0.9633802816901408,1.1666666666666667,0.20328638497652596,0.07976764130001607,-0.05728661587008385,0.06548333718155927,0.16666666666666652,0.08394538940416339,0,0,0,0,2.0,0.25280898876404495,0,0,,1,1,8.0,1,1,8.0,0.6356430011957244,0.6281369715912719,0.6281369715912719,98.81914382910963,2.998618,4.201038,77251.0
80,370,129,252,21,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle5.hdf5,906.0,1.0422535211267605,False,1.0573770491803278,False,1.0327868852459017,False,1.1666666666666667,False,0.07887323943661972,0.07887323943661972,1.020613872113618e-16,1.0095774647887326,0.03697551960137549,-0.049180327868852514,0.049180327868852514,-0.02459016393442605,1.0459016393442622,0.06699284177607381,-0.028688524590164022,0.028688524590164022,-0.006147540983606359,1.007377049180328,0.058636642513047066,0.0,0.0,-0.08333333333333316,1.1333333333333333,0.13944333775567916,1.074771030554914,0.0620951297102047,1.0327868852459017,1.1666666666666667,0.13387978142076506,0.05777521718104406,0.0002510967444007972,0.039185522973909065,0.07887323943661972,0.05616188444539715,0,0,0,0,2.0,0.2247191011235955,0,0,,1,1,6.0,1,1,6.0,0.6355701869452403,0.6281793822546397,0.6281793822546397,98.83713792081356,2.998811,4.200845,58971.0
82,365,128,248,22,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle7.hdf5,905.0,1.028169014084507,False,1.0491803278688523,False,1.0163934426229508,False,1.2222222222222223,False,-0.014084507042253502,0.014084507042253502,0.0323943661971833,1.019718309859155,0.032668770435896305,-0.00819672131147553,0.00819672131147553,-0.028688524590163744,1.0655737704918031,0.04179524191469491,-0.016393442622950838,0.016393442622950838,-0.022540983606557454,1.0270491803278692,0.03129280191609974,0.05555555555555558,0.05555555555555558,0.027777777777777884,1.1777777777777776,0.12044157438154883,1.0789912516996332,0.09644547273614686,1.0163934426229508,1.2222222222222223,0.20582877959927148,0.0893848514380681,0.0042202211447189275,0.023557556633058863,0.05555555555555558,0.03439710853622418,0,0,0,0,2.0,0.20224719101123595,1,1,4.0,1,1,4.0,1,1,4.0,0.6380740001073426,0.6285797414432752,0.6285797414432752,98.51204426720564,2.999969,4.202196,46781.0
84,372,131,247,19,D://NMC_degradation_3_160623_Halfthedata\9_c2_x10_010723chopped\9_c2_x10_010723_cycle9.hdf5,907.0,1.047887323943662,False,1.0737704918032789,False,1.0122950819672132,False,1.0555555555555556,False,0.019718309859154903,0.019718309859154903,0.0028169014084508223,1.024788732394366,0.0350927583152618,0.02459016393442659,0.02459016393442659,0.008196721311475676,1.078688524590164,0.026937174959270383,-0.004098360655737654,0.004098360655737654,-0.010245901639344046,1.0336065573770492,0.020368481376703027,-0.16666666666666674,0.16666666666666674,-0.055555555555555414,1.1888888888888889,0.10092167846991633,1.0473771133174274,0.025784404743179824,1.0122950819672132,1.0737704918032789,0.0614754098360657,0.024618071576446,-0.031614138382205725,0.05376837527899647,0.16666666666666674,0.09090333191779222,0,0,0,0,2.0,0.23595505617977527,1,1,2.0,1,1,2.0,1,1,2.0,0.6341779621112655,0.626931303671796,0.626931303671796,98.85731468571622,2.953254,4.200073,42444.0
86,323,112,206,17,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle1.hdf5,899.0,0.9098591549295776,True,0.918032786885246,True,0.8442622950819673,True,0.9444444444444444,False,-0.13802816901408432,0.13802816901408432,-0.05915492957746475,0.9983098591549296,0.05984175389163991,-0.15573770491803285,0.15573770491803285,-0.06557377049180307,1.040983606557377,0.07215908549860232,-0.16803278688524592,0.16803278688524592,-0.08606557377049172,0.9934426229508198,0.08560571917892412,-0.11111111111111116,0.11111111111111116,-0.1388888888888889,1.1111111111111112,0.1111111111111109,0.9041496703353089,0.042565657811245536,0.8442622950819673,0.9444444444444444,0.10018214936247716,0.04707811019326018,-0.14322744298211856,0.14322744298211856,0.16803278688524592,0.02470022241803346,3,1,1,1,2.0,0.07865168539325842,0,0,,0,0,,0,0,,0.6320318013760877,0.623164453387729,0.623164453387729,98.59700920601584,2.999776,4.200073,90230.0
88,305,109,198,19,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle3.hdf5,904.0,0.8591549295774648,False,0.8934426229508197,False,0.8114754098360656,False,1.0555555555555556,False,-0.05070422535211283,0.05070422535211283,-0.09436619718309862,0.9774647887323944,0.08702812228605858,-0.024590163934426368,0.024590163934426368,-0.09016393442622937,0.9983606557377049,0.08545843619002187,-0.032786885245901676,0.032786885245901676,-0.10040983606557367,0.9434426229508197,0.10641541615520325,0.11111111111111116,0.11111111111111116,2.911359745044115e-16,1.088888888888889,0.10829771494232153,0.9049071294799764,0.10590740172519272,0.8114754098360656,1.0555555555555556,0.24408014571949,0.1170367635251748,0.0007574591446675716,0.05479809641088801,0.11111111111111116,0.07437284116739133,0,0,0,0,2.0,0.1797752808988764,0,0,,0,0,,0,0,,0.6313638112521504,0.625657274255596,0.625657274255596,99.09615709756363,2.99051,4.200073,80850.0
90,284,103,178,18,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle5.hdf5,902.0,0.8,False,0.8442622950819673,False,0.7295081967213115,False,1.0,False,-0.05915492957746471,0.05915492957746471,-0.05492957746478867,0.9290140845070421,0.1070681955221186,-0.0491803278688524,0.0491803278688524,-0.03688524590163918,0.9557377049180328,0.10048926266411067,-0.08196721311475408,0.08196721311475408,-0.05737704918032782,0.8827868852459018,0.1271681093281624,-0.05555555555555558,0.05555555555555558,0.02777777777777776,1.0555555555555558,0.1039349274103868,0.8434426229508196,0.11457050106086952,0.7295081967213115,1.0,0.2704918032786885,0.13583674566983558,-0.06146450652915669,0.06146450652915669,0.08196721311475408,0.01427715973151502,0,0,0,0,2.0,0.16292134831460675,0,0,,0,0,,0,0,,0.6333705069494331,0.6261703468961589,0.6261703468961589,98.8631993478899,2.980472,4.200652,59062.0
92,290,108,185,20,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle7.hdf5,905.0,0.8169014084507042,False,0.8852459016393442,False,0.7581967213114754,False,1.1111111111111112,False,0.016901408450704203,0.016901408450704203,-0.02112676056338007,0.8867605633802818,0.09958055257479227,0.040983606557376984,0.040983606557376984,-0.004098360655737555,0.9229508196721312,0.08839547353798606,0.02868852459016391,0.02868852459016391,-0.026639344262294994,0.8311475409836067,0.11070885185505634,0.11111111111111116,0.11111111111111116,0.027777777777777957,1.0333333333333334,0.06334307917217333,0.8928637856281587,0.1544834707393776,0.7581967213114754,1.1111111111111112,0.35291438979963574,0.17302019997450502,0.049421162677339064,0.049421162677339064,0.11111111111111116,0.04228561137492473,0,0,0,0,2.0,0.20224719101123595,0,0,,0,0,,0,0,,0.6321511414464831,0.6253181712982415,0.6253181712982415,98.91909233405694,2.989738,4.201423999999999,50572.0
94,307,111,193,20,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle9.hdf5,901.0,0.8647887323943662,False,0.9098360655737704,False,0.7909836065573771,False,1.1111111111111112,False,0.04788732394366191,0.04788732394366191,0.03239436619718312,0.8501408450704225,0.043246547105409185,0.024590163934426146,0.024590163934426146,0.03278688524590158,0.8901639344262294,0.028747012978277836,0.032786885245901676,0.032786885245901676,0.03073770491803285,0.7868852459016394,0.04480166210876181,0.0,0.0,0.055555555555555684,1.0444444444444443,0.07243558228002864,0.9191798789091562,0.13701287750462504,0.7909836065573771,1.1111111111111112,0.32012750455373407,0.14905991813835842,0.026316093280997432,0.026316093280997432,0.04788732394366191,0.02002252680223336,0,0,0,0,2.0,0.1404494382022472,0,0,,0,0,,0,0,,0.6339913802178231,0.6268646283366863,0.6268646283366863,98.87589136011783,2.94534,4.201231,45515.0
96,393,140,259,20,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle1.hdf5,893.0,1.1070422535211268,False,1.147540983606557,False,1.0614754098360657,False,1.1111111111111112,False,0.24225352112676068,0.24225352112676068,0.1450704225352114,0.8895774647887323,0.12463634863438725,0.2377049180327867,0.2377049180327867,0.13114754098360654,0.9360655737704917,0.12066175145383669,0.2704918032786886,0.2704918032786886,0.15163934426229522,0.8303278688524591,0.13294743380702062,0.0,0.0,9.952936960706222e-17,1.077777777777778,0.04969039949999448,1.1067924395187152,0.035274118726982155,1.0614754098360657,1.147540983606557,0.0860655737704914,0.03187058157202536,0.187612560609559,0.187612560609559,0.2704918032786886,0.12591309251800453,0,0,0,0,2.0,0.02247191011235955,0,0,,0,0,,0,0,,0.6393152405966026,0.6264680253774085,0.6264680253774085,97.9904725551036,2.965416,4.200845,83138.0
98,382,135,253,20,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle3.hdf5,898.0,1.076056338028169,False,1.1065573770491803,False,1.036885245901639,False,1.1111111111111112,False,-0.030985915492957927,0.030985915492957927,0.10563380281690149,0.9329577464788732,0.14711940127158554,-0.04098360655737676,0.04098360655737676,0.09836065573770508,0.9786885245901639,0.13820654147090125,-0.02459016393442659,0.02459016393442659,0.1229508196721311,0.8754098360655739,0.160350161043682,0.0,0.0,9.952936960706222e-17,1.088888888888889,0.04969039949999456,1.0826525180225248,0.034251455412245634,1.036885245901639,1.1111111111111112,0.07422586520947205,0.03163660993908391,-0.02413992149619032,0.02413992149619032,0.04098360655737676,0.01745008011767314,0,0,0,0,2.0,0.0449438202247191,0,0,,0,0,,0,0,,0.6365252931394945,0.624932044368529,0.624932044368529,98.1786664417081,2.999969,4.201617,60147.0
100,392,142,261,20,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle5.hdf5,899.0,1.104225352112676,False,1.1639344262295082,False,1.069672131147541,False,1.1111111111111112,False,0.028169014084507005,0.028169014084507005,-0.001408450704225351,0.9938028169014084,0.14117426318137657,0.05737704918032782,0.05737704918032782,0.008196721311475554,1.042622950819672,0.13436123978783182,0.0327868852459019,0.0327868852459019,0.004098360655737736,0.9434426229508197,0.15504591824459826,0.0,0.0,9.952936960706222e-17,1.1111111111111112,0.0,1.1122357551502091,0.03894374601329656,1.069672131147541,1.1639344262295082,0.09426229508196715,0.035013931024036486,0.02958323712768418,0.02958323712768418,0.05737704918032782,0.023522523216778734,0,0,0,0,2.0,0.07865168539325842,0,0,,0,0,,1,1,16.0,0.633428408206735,0.6271394643536904,0.6271394643536904,99.00715790899734,2.999969,4.200845,63808.0
102,392,139,260,19,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle7.hdf5,899.0,1.104225352112676,False,1.139344262295082,False,1.0655737704918034,False,1.0555555555555556,False,0.0,0.0,0.014084507042253487,1.0512676056338028,0.10501036685676023,-0.024590163934426146,0.024590163934426146,0.01639344262295087,1.0934426229508196,0.10474499049658918,-0.004098360655737654,0.004098360655737654,0.014344262295082151,1.0049180327868854,0.12027134957065345,-0.05555555555555558,0.05555555555555558,-0.027777777777777693,1.1,0.02484519974999629,1.0911747351137793,0.03836125343320087,1.0555555555555556,1.139344262295082,0.08378870673952643,0.03515592159417149,-0.021061020036429845,0.021061020036429845,0.05555555555555558,0.02538783314616981,0,0,0,0,2.0,0.07865168539325842,0,0,,0,0,,1,1,14.0,0.6347794124100321,0.6269655434009839,0.6269655434009839,98.76904183464588,2.963485,4.200652,60596.0
104,390,143,258,22,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle9.hdf5,899.0,1.0985915492957747,False,1.1721311475409837,False,1.0573770491803278,False,1.2222222222222223,False,-0.005633802816901179,0.005633802816901179,-0.002816901408450394,1.0980281690140845,0.01266039721365762,0.032786885245901676,0.032786885245901676,0.004098360655738035,1.1459016393442623,0.025528543446551998,-0.00819672131147553,0.00819672131147553,-0.006147540983606535,1.0581967213114756,0.01276427172327437,0.16666666666666674,0.16666666666666674,0.0555555555555558,1.1222222222222222,0.06085806194501805,1.1375804920598271,0.07373533794738439,1.0573770491803278,1.2222222222222223,0.1648451730418945,0.06481768847307777,0.04640575694604793,0.05332101901023628,0.16666666666666674,0.08233611294646828,0,0,0,0,2.0,0.07865168539325842,0,0,,0,0,,1,1,12.0,0.6345428770747796,0.6262963091730681,0.6262963091730681,98.70039232971492,2.963871,4.200073,53824.0
106,397,148,266,23,D://NMC_degradation_3_160623_Halfthedata\12_c2_x10_070723chopped\12_c2_x10_070723_cycle1.hdf5,895.0,1.1183098591549296,False,1.213114754098361,False,1.0901639344262295,False,1.2777777777777777,False,0.019718309859154903,0.019718309859154903,0.007042253521126903,1.1002816901408452,0.015377289086146936,0.040983606557377206,0.040983606557377206,0.036885245901639524,1.1590163934426232,0.039565634052940876,0.032786885245901676,0.032786885245901676,0.012295081967213283,1.0639344262295083,0.019353637628060118,0.05555555555555536,0.05555555555555536,0.11111111111111101,1.1555555555555554,0.09128709291752744,1.1748415813643245,0.0864616211393457,1.0901639344262295,1.2777777777777777,0.18761384335154818,0.07359428071905595,0.037261089304497286,0.037261089304497286,0.05555555555555536,0.015014573395371267,0,0,0,0,2.0,0.033707865168539325,0,0,,0,0,,1,1,10.0,0.6311208817717857,0.6215962920690086,0.6215962920690086,98.49084541838673,2.999776,4.200073,90037.0
108,386,146,262,23,D://NMC_degradation_3_160623_Halfthedata\12_c2_x10_070723chopped\12_c2_x10_070723_cycle3.hdf5,902.0,1.087323943661972,False,1.1967213114754098,False,1.0737704918032789,False,1.2777777777777777,False,-0.030985915492957705,0.030985915492957705,-0.005633802816901309,1.1025352112676057,0.011196961641887071,-0.01639344262295106,0.01639344262295106,0.012295081967213243,1.1770491803278689,0.02874701297827804,-0.016393442622950616,0.016393442622950616,0.008196721311475733,1.071311475409836,0.01215770243785912,0.0,0.0,0.02777777777777788,1.1888888888888887,0.10092167846991622,1.1588983811796096,0.09649273314148328,1.0737704918032789,1.2777777777777777,0.2040072859744988,0.08326246261839289,-0.015943200184714845,0.015943200184714845,0.030985915492957705,0.012660626004548023,0,0,0,0,2.0,0.16292134831460675,0,0,,1,1,8.0,1,1,8.0,0.6328849435231105,0.623962989806186,0.623962989806186,98.59027240129016,2.977191,4.201038,62042.0
110,376,143,258,20,D://NMC_degradation_3_160623_Halfthedata\12_c2_x10_070723chopped\12_c2_x10_070723_cycle5.hdf5,900.0,1.0591549295774647,False,1.1721311475409837,False,1.0573770491803278,False,1.1111111111111112,False,-0.028169014084507227,0.028169014084507227,-0.029577464788732393,1.0935211267605633,0.02221604975000542,-0.024590163934426146,0.024590163934426146,-0.020491803278688436,1.178688524590164,0.02803710061719094,-0.01639344262295106,0.01639344262295106,-0.016393442622950623,1.0688524590163937,0.013715738139900614,-0.16666666666666652,0.16666666666666652,-0.08333333333333327,1.1888888888888889,0.10092167846991622,1.099943559352472,0.05419527103574598,1.0573770491803278,1.1721311475409837,0.11475409836065587,0.04927095629129399,-0.05895482182713774,0.05895482182713774,0.16666666666666652,0.07197686709155614,0,0,0,0,2.0,0.11797752808988764,0,0,,1,1,6.0,1,1,6.0,0.6328746442701579,0.6265993163629001,0.6265993163629001,99.00844061867976,2.995336,4.200845,55449.0
112,396,143,262,21,D://NMC_degradation_3_160623_Halfthedata\12_c2_x10_070723chopped\12_c2_x10_070723_cycle7.hdf5,901.0,1.115492957746479,False,1.1721311475409837,False,1.0737704918032789,False,1.1666666666666667,False,0.05633802816901423,0.05633802816901423,0.014084507042253554,1.095774647887324,0.024067616183992502,0.0,0.0,-0.012295081967213002,1.1852459016393444,0.0188702695626565,0.01639344262295106,0.01639344262295106,2.3231889157994714e-16,1.0704918032786885,0.013715738139900598,0.05555555555555558,0.05555555555555558,-0.055555555555555206,1.211111111111111,0.07243558228002928,1.132015315939352,0.04645945871120158,1.0737704918032789,1.1721311475409837,0.0983606557377048,0.04104136936755956,0.03207175658688022,0.03207175658688022,0.05633802816901423,0.02837104069186673,0,0,0,0,2.0,0.1404494382022472,1,1,4.0,1,1,4.0,1,1,4.0,0.8374377096489228,0.831203029316235,0.831203029316235,99.25550518434362,2.990317,4.400058,117033.0
114,403,147,270,22,D://NMC_degradation_3_160623_Halfthedata\12_c2_x10_070723chopped\12_c2_x10_070723_cycle9.hdf5,900.0,1.1352112676056338,False,1.2049180327868851,False,1.1065573770491803,False,1.2222222222222223,False,0.019718309859154903,0.019718309859154903,0.03802816901408469,1.103098591549296,0.02998379513405062,0.032786885245901454,0.032786885245901454,0.016393442622950862,1.1918032786885244,0.01887026956265654,0.032786885245901454,0.032786885245901454,0.024590163934426545,1.0803278688524593,0.01869140041145939,0.05555555555555558,0.05555555555555558,0.055555555555555684,1.211111111111111,0.07243558228002928,1.1672272249159805,0.055229517136381606,1.1065573770491803,1.2222222222222223,0.11566484517304199,0.04731685138714713,0.03521190897662835,0.03521190897662835,0.05555555555555558,0.0148960514894658,0,0,0,0,2.0,0.11797752808988764,1,1,2.0,1,1,2.0,1,1,2.0,0.8400391320299193,0.8279939523711375,0.8279939523711375,98.56611683914352,2.972944,4.403532,61048.0
116,332,115,213,20,D://NMC_degradation_3_160623_Halfthedata\13_c2_x6_100723chopped\13_c2_x6_100723_cycle1.hdf5,892.0,0.9352112676056338,True,0.9426229508196722,True,0.8729508196721312,True,1.1111111111111112,False,-0.20000000000000007,0.20000000000000007,-0.09014084507042242,1.0664788732394366,0.07881285414811733,-0.26229508196721296,0.26229508196721296,-0.11475409836065575,1.137704918032787,0.11003163406262147,-0.23360655737704916,0.23360655737704916,-0.10040983606557381,1.0368852459016396,0.09336709631061056,-0.11111111111111116,0.11111111111111116,-0.027777777777777665,1.1777777777777778,0.07243558228002916,0.965474037302137,0.1019946247789276,0.8729508196721312,1.1111111111111112,0.23816029143898,0.10564201712138763,-0.20175318761384334,0.20175318761384334,0.26229508196721296,0.06557188888719152,3,1,1,1,2.0,0.011235955056179775,0,0,,0,0,,0,0,,0.8378259030969119,0.824414588297882,0.824414588297882,98.39927188340005,2.987808,4.401795,70712.0
118,350,126,230,21,D://NMC_degradation_3_160623_Halfthedata\13_c2_x6_100723chopped\13_c2_x6_100723_cycle3.hdf5,899.0,0.9859154929577464,False,1.0327868852459017,False,0.9426229508196722,False,1.1666666666666667,False,0.05070422535211261,0.05070422535211261,-0.07464788732394355,1.0461971830985914,0.08491918278948404,0.0901639344262295,0.0901639344262295,-0.08606557377049176,1.1049180327868853,0.11244754517798326,0.069672131147541,0.069672131147541,-0.08196721311475406,1.0106557377049181,0.09868457592448963,0.05555555555555558,0.05555555555555558,-0.027777777777777637,1.1555555555555557,0.046481112585225984,1.0319979989224968,0.09703567899316616,0.9426229508196722,1.1666666666666667,0.22404371584699456,0.09402700305085916,0.06652396162035967,0.06652396162035967,0.0901639344262295,0.01769490767455862,0,0,0,0,2.0,0.07865168539325842,0,0,,0,0,,0,0,,0.8366295605833195,0.8246261548736477,0.8246261548736477,98.56526636456609,2.965223,4.402181,60597.0
123,389,139,251,20,D://NMC_degradation_3_160623_Halfthedata\14_c2_x10_HighCOV_110723chopped\14_c2_x10_HighCOV_110723_cycle2.hdf5,1189.0,1.095774647887324,False,1.139344262295082,False,1.028688524590164,False,1.1111111111111112,False,0.10985915492957765,0.10985915492957765,0.08028169014084516,1.0535211267605633,0.08784487960288831,0.10655737704918034,0.10655737704918034,0.09836065573770489,1.098360655737705,0.10843243078133517,0.08606557377049184,0.08606557377049184,0.07786885245901659,1.0049180327868854,0.09608886026722842,-0.05555555555555558,0.05555555555555558,-5.965733281863041e-17,1.1555555555555554,0.046481112585225984,1.0937296364709201,0.04696572529027296,1.028688524590164,1.139344262295082,0.11065573770491799,0.04294089117107112,0.06173163754842356,0.08950941532620135,0.10985915492957765,0.07889662216963152,0,0,0,0,5.0,0.7415730337078652,0,0,,0,0,,0,0,,0.8311153776065031,0.8194850102914072,0.8194850102914072,98.60063143716702,2.999969,4.400058,85758.0
