candidate_id,x_ds,y_ds,x_full_approx,y_full_approx,area_ds_px,area_full_approx_px,bbox_x0_ds,bbox_y0_ds,bbox_x1_ds,bbox_y1_ds,mean_residual,mean_abs_z,mean_temporal_std,polarity,rank_score,candidate_rank,cycleNo,balanced_cycle_rank,selection_role,selection_subrole,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,source_stem,local_cycle_index,n_segments_inferred,h5_total_frames,segment_start_frame,segment_end_frame,sampled_first_frame,sampled_last_frame,n_sampled_frames,cycle_table_n_frames,downsample,n_candidates,overlay_png
45,146.0,60.08045977011494,584.0,240.32183908045977,87,1392,139,55,152,67,6137.796875,16.99784278869629,2216.867919921875,bright,9076649.652467519,9,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
15,16.275,18.925,65.1,75.7,40,640,13,16,20,23,8170.921875,22.16087532043457,2325.416015625,bright,7242991.236995459,10,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
22,77.56060606060606,29.484848484848484,310.24242424242425,117.93939393939394,66,1056,73,24,83,36,6052.1064453125,16.559762954711914,2066.19580078125,bright,6614615.5753299035,11,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
169,103.1219512195122,273.2926829268293,412.4878048780488,1093.1707317073171,41,656,100,270,108,278,7633.55712890625,20.727659225463867,2133.35302734375,bright,6487256.604689243,12,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
148,25.548387096774192,231.24193548387098,102.19354838709677,924.9677419354839,62,992,21,227,32,237,5473.61767578125,17.217334747314453,1629.86083984375,bright,5842948.683770072,13,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
160,32.23943661971831,255.16901408450704,128.95774647887325,1020.6760563380282,71,1136,29,249,38,263,5236.23583984375,14.58287239074707,1939.4051513671875,bright,5421514.493281138,14,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
66,180.58620689655172,93.03448275862068,722.3448275862069,372.13793103448273,29,464,178,90,184,97,7990.2353515625,21.678958892822266,2406.674560546875,bright,5023379.528184462,15,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
144,78.60714285714286,225.39285714285714,314.42857142857144,901.5714285714286,28,448,76,222,82,229,7972.0615234375,21.72184944152832,1488.5736083984375,bright,4848701.764219888,16,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
107,298.74285714285713,145.54285714285714,1194.9714285714285,582.1714285714286,35,560,296,142,302,150,7048.33056640625,19.24283218383789,2515.99658203125,bright,4747044.479294969,17,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
67,157.58620689655172,94.03448275862068,630.3448275862069,376.13793103448273,29,464,155,91,161,98,7226.87939453125,19.64300537109375,2006.159912109375,bright,4116771.2921276987,18,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
64,440.7878787878788,88.9090909090909,1763.1515151515152,355.6363636363636,33,528,438,86,445,93,6325.9033203125,17.239992141723633,2093.728271484375,bright,3598931.276539201,19,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
141,366.68,217.24,1466.72,868.96,25,400,364,215,370,221,7277.44677734375,19.777870178222656,1760.6363525390625,bright,3598309.939780738,20,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
63,121.77777777777777,88.94444444444444,487.1111111111111,355.77777777777777,54,864,117,84,127,95,4917.2412109375,13.518922805786133,2239.19873046875,bright,3589693.434797097,21,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
50,310.64516129032256,71.06451612903226,1242.5806451612902,284.258064516129,31,496,308,68,314,75,6235.068359375,16.99772834777832,2140.525146484375,bright,3285441.944277007,22,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
146,315.9861111111111,229.16666666666666,1263.9444444444443,916.6666666666666,72,1152,309,225,324,234,4043.6728515625,11.190577507019043,1158.0667724609375,bright,3258074.4810075983,23,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
95,472.51428571428573,131.98095238095237,1890.057142857143,527.9238095238095,105,1680,465,126,478,139,2444.949462890625,11.96241283416748,1252.6092529296875,bright,3070986.957546239,24,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
10,257.9032258064516,9.96774193548387,1031.6129032258063,39.87096774193548,31,496,255,7,262,14,5924.720703125,16.16999053955078,2051.989990234375,bright,2969883.009289369,25,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
121,272.8888888888889,174.4814814814815,1091.5555555555557,697.925925925926,27,432,270,172,276,178,6340.0322265625,17.277677536010742,1822.6226806640625,bright,2957607.874218503,26,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
147,374.75555555555553,229.13333333333333,1499.0222222222221,916.5333333333333,45,720,371,226,380,233,4855.8955078125,13.495489120483398,2396.088623046875,bright,2948970.824814951,27,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
112,458.8421052631579,163.8421052631579,1835.3684210526317,655.3684210526316,19,304,457,162,462,167,7552.26416015625,20.510839462280273,2268.727783203125,bright,2943162.277548258,28,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
150,70.5,232.0,282.0,928.0,22,352,68,230,74,235,6974.68115234375,18.970355987548828,1634.55712890625,bright,2910868.055911381,29,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
77,189.1304347826087,105.1304347826087,756.5217391304348,420.5217391304348,23,368,187,103,193,109,6616.951171875,18.016252517700195,1921.9814453125,bright,2741891.253825221,30,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
25,56.85,31.3,227.4,125.2,20,320,55,29,60,35,6779.25390625,18.449132919311523,2318.388916015625,bright,2501427.128203362,31,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
181,3.1333333333333333,292.46666666666664,12.533333333333333,1169.8666666666666,15,240,2,290,6,296,7765.0380859375,21.276906967163086,2179.01708984375,bright,2478239.8942645546,32,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
124,47.88095238095238,181.14285714285714,191.52380952380952,724.5714285714286,42,672,44,178,53,185,4607.6904296875,12.657320022583008,1333.771484375,bright,2449482.5180090033,33,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
143,410.05263157894734,222.78947368421052,1640.2105263157894,891.1578947368421,38,608,407,219,416,228,4654.76904296875,12.835115432739258,1750.5057373046875,bright,2270290.9232113156,34,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
31,50.30434782608695,45.32608695652174,201.2173913043478,181.30434782608697,46,736,47,41,54,51,4168.80078125,11.486747741699219,1892.94482421875,bright,2202754.2961423993,35,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
62,469.77142857142854,85.48571428571428,1879.0857142857142,341.9428571428571,35,560,467,83,474,90,4786.12646484375,13.133227348327637,1615.0267333984375,bright,2200005.0443224213,36,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
114,467.140350877193,169.78947368421052,1868.561403508772,679.1578947368421,57,912,464,164,473,178,3703.204833984375,10.340361595153809,2039.2113037109375,bright,2182671.191526238,37,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
173,23.0,276.8775510204082,92.0,1107.5102040816328,49,784,20,272,27,284,3917.807373046875,11.207571029663086,2166.32763671875,bright,2151546.116284069,38,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
93,174.86363636363637,126.13636363636364,699.4545454545455,504.54545454545456,44,704,171,123,180,130,4044.94775390625,11.156418800354004,1789.19091796875,bright,1985593.771397693,39,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
180,42.5,287.5,170.0,1150.0,34,544,40,284,46,292,4498.96484375,12.480310440063477,1965.203125,bright,1909048.2489036769,40,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
104,323.7368421052632,140.26315789473685,1294.9473684210527,561.0526315789474,19,304,322,138,327,144,6036.43994140625,16.46796226501465,1996.7421875,bright,1888749.4382320018,41,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
46,445.5217391304348,59.869565217391305,1782.0869565217392,239.47826086956522,23,368,443,57,449,63,5469.712890625,14.956435203552246,2110.437744140625,bright,1881570.3479053471,42,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
100,428.6578947368421,138.8684210526316,1714.6315789473683,555.4736842105264,38,608,426,135,432,143,4169.447265625,11.592855453491211,1797.1429443359375,bright,1836760.3799111024,43,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
153,437.28846153846155,243.57692307692307,1749.1538461538462,974.3076923076923,52,832,432,240,443,249,3557.846435546875,9.85726261138916,1618.23583984375,bright,1823672.585601381,44,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
136,91.0,205.84,364.0,823.36,25,400,88,203,94,209,5079.7314453125,13.91630744934082,1415.1234130859375,bright,1767277.613826329,45,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
36,77.78571428571429,45.642857142857146,311.14285714285717,182.57142857142858,14,224,76,44,81,48,6772.89404296875,18.43216896057129,2469.825927734375,bright,1747747.782928655,46,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
125,83.6470588235294,180.0,334.5882352941176,720.0,17,272,82,178,87,183,6069.4375,16.555967330932617,1564.6513671875,bright,1708251.9524413347,47,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
54,264.3,76.85,1057.2,307.4,20,320,262,75,268,80,5475.8232421875,14.972729682922363,2112.923583984375,bright,1639760.423934739,48,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
55,381.1578947368421,76.84210526315789,1524.6315789473683,307.36842105263156,19,304,379,75,384,80,5561.41015625,15.201000213623047,2226.162841796875,bright,1606240.942490831,49,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
101,162.13636363636363,138.0,648.5454545454545,552.0,22,352,160,136,166,141,5149.1396484375,14.101426124572754,1999.3883056640625,bright,1597424.6718660984,50,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
126,405.1363636363636,183.5909090909091,1620.5454545454545,734.3636363636364,22,352,403,181,409,187,5133.55126953125,14.059847831726074,1992.70654296875,bright,1587892.8930914188,51,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
134,305.375,205.15625,1221.5,820.625,32,512,303,202,309,209,4178.00390625,11.511293411254883,1132.427490234375,bright,1539015.3228228092,52,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
14,143.125,17.666666666666668,572.5,70.66666666666667,24,384,141,15,146,21,4756.38232421875,13.0538969039917,1955.7611083984375,bright,1490143.7879116796,53,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
86,402.41379310344826,117.44827586206897,1609.655172413793,469.7931034482759,29,464,400,115,407,122,4313.837890625,11.873579978942871,1655.9002685546875,bright,1485400.2771053743,54,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
34,264.7317073170732,44.707317073170735,1058.9268292682927,178.82926829268294,41,656,262,41,268,50,3555.172607421875,10.030618667602539,1788.1004638671875,bright,1462083.8096247572,55,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
2,374.52941176470586,3.6470588235294117,1498.1176470588234,14.588235294117647,17,272,372,2,378,7,5394.41015625,14.832582473754883,1952.0179443359375,bright,1360221.5701772645,56,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
85,208.56756756756758,122.56756756756756,834.2702702702703,490.27027027027026,74,1184,202,115,214,129,2550.789794921875,7.171324729919434,1202.739501953125,bright,1353648.1033490528,57,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
19,107.0,22.0,428.0,88.0,17,272,105,20,110,25,5148.1220703125,14.098714828491211,1609.3089599609375,bright,1233892.3845171612,58,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
1,107.5,3.3333333333333335,430.0,13.333333333333334,24,384,104,2,112,6,4317.6162109375,11.88365650177002,1787.4775390625,bright,1231417.6309741214,59,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
91,136.65384615384616,123.8076923076923,546.6153846153846,495.2307692307692,52,832,132,121,143,128,2875.0146484375,8.036070823669434,1518.9310302734375,bright,1201398.709364403,60,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
21,193.61904761904762,25.047619047619047,774.4761904761905,100.19047619047619,21,336,192,21,196,29,4538.67138671875,12.473237991333008,1810.8388671875,bright,1188850.495790924,61,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
96,437.3333333333333,129.79166666666666,1749.3333333333333,519.1666666666666,24,384,435,127,441,133,4200.96142578125,11.572527885437012,1746.6104736328125,bright,1166777.8378919698,62,147.0,3,future8_negative,hard_negative_high_warning,0.6943342227566772,0,1,0,17_c2_x10_HighHighCOV_150723,1,10,12377,1237,2475,1237,2474,16,1237.0,4,80,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_reconstruction/overlays/cycle_147_rank3_17_c2_x10_HighHighCOV_150723_local1.png
