roi_id,cycleNo,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score,validation_label,object_x_full_approx,object_y_full_approx,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,cohort_role,selection_subrole,event_reference_cycle,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,transferred_masked_residual_signature,npz_path,preview_png
cycle147_rank3_obj3,147.0,17_c2_x10_HighHighCOV_150723,1,3,3,24.767776766802942,balanced_future_roi_candidate,1645.860465116279,128.27906976744185,1550,32,1742,224,192,96,96,1237,2474,8126.537109375,8152.646484375,26.109375,0.0817861258983612,0.0835602805018425,0.0017741546034812927,0.2121320343559321,future8_negative,hard_negative_high_warning,147.0,0.0,1.0,0.0,0.6943342227566772,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle147_rank3_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle147_rank3_obj3.png
cycle147_rank3_obj1,147.0,17_c2_x10_HighHighCOV_150723,1,3,1,24.41064832763167,balanced_future_roi_candidate,846.9375,84.625,751,0,943,192,192,96,96,1237,2474,8895.9326171875,8916.0771484375,20.14453125,0.08469399064779282,0.08716890215873718,0.0024749115109443665,0.2121320343559321,future8_negative,hard_negative_high_warning,147.0,0.0,1.0,0.0,0.6943342227566772,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle147_rank3_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle147_rank3_obj1.png
cycle147_rank3_obj2,147.0,17_c2_x10_HighHighCOV_150723,1,3,2,23.407189597254643,balanced_future_roi_candidate,1202.1509433962265,1102.4150943396226,1106,1006,1298,1198,192,96,96,1237,2474,8395.1640625,8368.48828125,-26.67578125,0.07474847882986069,0.07375490665435791,-0.000993572175502777,0.2121320343559321,future8_negative,hard_negative_high_warning,147.0,0.0,1.0,0.0,0.6943342227566772,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle147_rank3_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle147_rank3_obj2.png
cycle148_rank18_obj1,148.0,17_c2_x10_HighHighCOV_150723,2,18,1,24.36596782266628,balanced_future_roi_candidate,847.625,84.625,752,0,944,192,192,96,96,2475,3712,8916.7841796875,8927.3935546875,10.609375,0.08800581097602844,0.08965541422367096,0.001649603247642517,0.2121320343559321,future8_positive,high_warning_positive,148.0,1.0,1.0,0.0,0.7480825471472065,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle148_rank18_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle148_rank18_obj1.png
cycle148_rank18_obj2,148.0,17_c2_x10_HighHighCOV_150723,2,18,2,23.85521823534402,balanced_future_roi_candidate,825.6,397.3176470588235,730,301,922,493,192,96,96,2475,3712,8013.0771484375,8009.125,-3.9521484375,0.059038206934928894,0.05901665985584259,-2.154707908630371e-05,0.2121320343559321,future8_positive,high_warning_positive,148.0,1.0,1.0,0.0,0.7480825471472065,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle148_rank18_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle148_rank18_obj2.png
cycle148_rank18_obj3,148.0,17_c2_x10_HighHighCOV_150723,2,18,3,23.585572593335268,balanced_future_roi_candidate,1201.1089108910892,1100.990099009901,1105,1005,1297,1197,192,96,96,2475,3712,8354.443359375,8336.181640625,-18.26171875,0.0751669630408287,0.0742698535323143,-0.0008971095085144043,0.2121320343559321,future8_positive,high_warning_positive,148.0,1.0,1.0,0.0,0.7480825471472065,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle148_rank18_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle148_rank18_obj3.png
cycle149_rank20_obj3,149.0,17_c2_x10_HighHighCOV_150723,3,20,3,24.526324661175103,balanced_future_roi_candidate,847.1746031746031,84.19047619047619,751,0,943,192,192,96,96,3713,4949,8919.89453125,8930.01953125,10.125,0.08942861109972,0.09056154638528824,0.0011329352855682373,0.24999999999993178,future8_positive,high_warning_positive,149.0,1.0,1.0,0.0,0.5580241541936951,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle149_rank20_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle149_rank20_obj3.png
cycle149_rank20_obj1,149.0,17_c2_x10_HighHighCOV_150723,3,20,1,24.13169896898958,balanced_future_roi_candidate,824.8888888888889,396.7407407407408,729,301,921,493,192,96,96,3713,4949,8003.7119140625,8007.42529296875,3.71337890625,0.0587632991373539,0.05911106616258621,0.00034776702523231506,0.24999999999993178,future8_positive,high_warning_positive,149.0,1.0,1.0,0.0,0.5580241541936951,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle149_rank20_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle149_rank20_obj1.png
cycle149_rank20_obj2,149.0,17_c2_x10_HighHighCOV_150723,3,20,2,23.95836335409321,balanced_future_roi_candidate,1201.3478260869565,1102.4347826086955,1105,1006,1297,1198,192,96,96,3713,4949,8332.86328125,8329.4892578125,-3.3740234375,0.07454752922058105,0.07440746575593948,-0.00014006346464157104,0.24999999999993178,future8_positive,high_warning_positive,149.0,1.0,1.0,0.0,0.5580241541936951,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle149_rank20_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle149_rank20_obj2.png
cycle150_rank13_obj1,150.0,17_c2_x10_HighHighCOV_150723,4,13,1,25.41021438047652,balanced_future_roi_candidate,846.2068965517242,84.27586206896552,750,0,942,192,192,96,96,4950,6187,8927.2958984375,8930.533203125,3.2373046875,0.09141111373901367,0.09214331209659576,0.0007321983575820923,0.2236067977500298,future8_positive,high_warning_positive,150.0,1.0,1.0,0.0,40.97186183003927,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle150_rank13_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle150_rank13_obj1.png
cycle150_rank13_obj2,150.0,17_c2_x10_HighHighCOV_150723,4,13,2,24.44919068072933,balanced_future_roi_candidate,824.7317073170732,396.6829268292683,729,301,921,493,192,96,96,4950,6187,8005.595703125,7992.29443359375,-13.30126953125,0.05830680578947067,0.057555992156267166,-0.0007508136332035065,0.2236067977500298,future8_positive,high_warning_positive,150.0,1.0,1.0,0.0,40.97186183003927,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle150_rank13_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle150_rank13_obj2.png
cycle150_rank13_obj3,150.0,17_c2_x10_HighHighCOV_150723,4,13,3,24.22269481700766,balanced_future_roi_candidate,1201.6,1103.115789473684,1106,1007,1298,1199,192,96,96,4950,6187,8340.8232421875,8323.818359375,-17.0048828125,0.07392673939466476,0.07279260456562042,-0.001134134829044342,0.2236067977500298,future8_positive,high_warning_positive,150.0,1.0,1.0,0.0,40.97186183003927,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle150_rank13_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle150_rank13_obj3.png
cycle151_rank14_obj1,151.0,17_c2_x10_HighHighCOV_150723,5,14,1,24.708827192775825,balanced_future_roi_candidate,844.1818181818181,81.81818181818181,748,0,940,192,192,96,96,6188,7425,8924.9560546875,8921.62890625,-3.3271484375,0.09088637679815292,0.09040794521570206,-0.0004784315824508667,0.2500000000000227,future8_positive,high_warning_positive,151.0,1.0,1.0,0.0,1.4388691546947752,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle151_rank14_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle151_rank14_obj1.png
cycle151_rank14_obj3,151.0,17_c2_x10_HighHighCOV_150723,5,14,3,24.11764540844328,balanced_future_roi_candidate,1202.7692307692307,667.0769230769231,1107,571,1299,763,192,96,96,6188,7425,8025.16064453125,8030.22412109375,5.0634765625,0.0653395801782608,0.06551453471183777,0.00017495453357696533,0.2500000000000227,future8_positive,high_warning_positive,151.0,1.0,1.0,0.0,1.4388691546947752,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle151_rank14_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle151_rank14_obj3.png
cycle151_rank14_obj2,151.0,17_c2_x10_HighHighCOV_150723,5,14,2,23.563481321149823,balanced_future_roi_candidate,1200.0701754385964,1107.2280701754387,1104,1008,1296,1200,192,96,96,6188,7425,8330.3544921875,8336.45703125,6.1025390625,0.06967103481292725,0.07007214426994324,0.0004011094570159912,0.2500000000000227,future8_positive,high_warning_positive,151.0,1.0,1.0,0.0,1.4388691546947752,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle151_rank14_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle151_rank14_obj2.png
cycle152_rank15_obj3,152.0,17_c2_x10_HighHighCOV_150723,6,15,3,26.332724612142968,balanced_future_roi_candidate,1643.888888888889,126.77777777777776,1548,31,1740,223,192,96,96,7426,8662,8171.72900390625,8161.2255859375,-10.50341796875,0.07916508615016937,0.07859447598457336,-0.0005706101655960083,0.29154759474225334,future8_positive,high_warning_positive,152.0,1.0,1.0,0.0,1.1876601241161993,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle152_rank15_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle152_rank15_obj3.png
cycle152_rank15_obj1,152.0,17_c2_x10_HighHighCOV_150723,6,15,1,25.281910252883428,balanced_future_roi_candidate,845.448275862069,83.03448275862068,749,0,941,192,192,96,96,7426,8662,8921.19921875,8915.037109375,-6.162109375,0.0898796021938324,0.08925586938858032,-0.0006237328052520752,0.29154759474225334,future8_positive,high_warning_positive,152.0,1.0,1.0,0.0,1.1876601241161993,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle152_rank15_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle152_rank15_obj1.png
cycle152_rank15_obj2,152.0,17_c2_x10_HighHighCOV_150723,6,15,2,24.14244513883759,balanced_future_roi_candidate,1198.936170212766,1104.6808510638298,1103,1008,1295,1200,192,96,96,7426,8662,8333.2841796875,8337.9873046875,4.703125,0.06574511528015137,0.06603875756263733,0.0002936422824859619,0.29154759474225334,future8_positive,high_warning_positive,152.0,1.0,1.0,0.0,1.1876601241161993,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle152_rank15_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle152_rank15_obj2.png
cycle153_rank17_obj3,153.0,17_c2_x10_HighHighCOV_150723,7,17,3,24.82314848487546,balanced_future_roi_candidate,1348.1869158878503,186.6355140186916,1252,91,1444,283,192,96,96,8663,9900,8894.97265625,8874.578125,-20.39453125,0.07212643325328827,0.0711444616317749,-0.0009819716215133667,0.2121320343559321,future8_positive,high_warning_positive,153.0,1.0,1.0,0.0,0.8710369083836372,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle153_rank17_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle153_rank17_obj3.png
cycle153_rank17_obj1,153.0,17_c2_x10_HighHighCOV_150723,7,17,1,24.667467087883093,balanced_future_roi_candidate,844.375,82.625,748,0,940,192,192,96,96,8663,9900,8908.1669921875,8898.412109375,-9.7548828125,0.08647355437278748,0.0856190100312233,-0.0008545443415641785,0.2121320343559321,future8_positive,high_warning_positive,153.0,1.0,1.0,0.0,0.8710369083836372,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle153_rank17_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle153_rank17_obj1.png
cycle153_rank17_obj2,153.0,17_c2_x10_HighHighCOV_150723,7,17,2,23.96037215290537,balanced_future_roi_candidate,1199.3877551020407,1106.6938775510205,1103,1008,1295,1200,192,96,96,8663,9900,8312.95703125,8311.9375,-1.01953125,0.0600459985435009,0.06000504270195961,-4.095584154129028e-05,0.2121320343559321,future8_positive,high_warning_positive,153.0,1.0,1.0,0.0,0.8710369083836372,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle153_rank17_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle153_rank17_obj2.png
cycle154_rank16_obj3,154.0,17_c2_x10_HighHighCOV_150723,8,16,3,25.695102384455744,balanced_future_roi_candidate,1644.0,126.37837837837836,1548,30,1740,222,192,96,96,9901,11138,8129.501953125,8120.353515625,-9.1484375,0.0723239928483963,0.0718829408288002,-0.00044105201959609985,0.28284271247460296,future8_positive,high_warning_positive,154.0,1.0,1.0,0.0,1.0097002411185476,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle154_rank16_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle154_rank16_obj3.png
cycle154_rank16_obj1,154.0,17_c2_x10_HighHighCOV_150723,8,16,1,25.202334518600047,balanced_future_roi_candidate,845.1724137931035,83.17241379310344,749,0,941,192,192,96,96,9901,11138,8895.4404296875,8887.27734375,-8.1630859375,0.0844794362783432,0.08400458097457886,-0.00047485530376434326,0.28284271247460296,future8_positive,high_warning_positive,154.0,1.0,1.0,0.0,1.0097002411185476,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle154_rank16_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle154_rank16_obj1.png
cycle154_rank16_obj2,154.0,17_c2_x10_HighHighCOV_150723,8,16,2,24.21591877488176,balanced_future_roi_candidate,1203.1724137931035,1110.0229885057472,1107,1008,1299,1200,192,96,96,9901,11138,8322.8095703125,8313.04296875,-9.7666015625,0.05771607905626297,0.057171642780303955,-0.0005444362759590149,0.28284271247460296,future8_positive,high_warning_positive,154.0,1.0,1.0,0.0,1.0097002411185476,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle154_rank16_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle154_rank16_obj2.png
cycle155_rank19_obj1,155.0,17_c2_x10_HighHighCOV_150723,9,19,1,24.68876932888548,balanced_future_roi_candidate,1346.1151832460732,185.34031413612564,1250,89,1442,281,192,96,96,11139,12376,8867.64453125,8887.927734375,20.283203125,0.06949850171804428,0.0704263299703598,0.0009278282523155212,0.1802775637731301,future8_positive,high_warning_positive,155.0,1.0,1.0,0.0,0.7426923860413742,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle155_rank19_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle155_rank19_obj1.png
cycle155_rank19_obj2,155.0,17_c2_x10_HighHighCOV_150723,9,19,2,24.25124544773909,balanced_future_roi_candidate,842.0298507462686,80.11940298507463,746,0,938,192,192,96,96,11139,12376,8893.4794921875,8919.0673828125,25.587890625,0.08141851425170898,0.08292937278747559,0.0015108585357666016,0.1802775637731301,future8_positive,high_warning_positive,155.0,1.0,1.0,0.0,0.7426923860413742,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle155_rank19_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle155_rank19_obj2.png
cycle155_rank19_obj3,155.0,17_c2_x10_HighHighCOV_150723,9,19,3,23.548300466193936,balanced_future_roi_candidate,1201.7586206896551,1111.1724137931035,1106,1008,1298,1200,192,96,96,11139,12376,8319.265625,8375.888671875,56.623046875,0.056020453572273254,0.05893076956272125,0.002910315990447998,0.1802775637731301,future8_positive,high_warning_positive,155.0,1.0,1.0,0.0,0.7426923860413742,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle155_rank19_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle155_rank19_obj3.png
cycle158_rank12_obj2,158.0,18_c2_xN_HighHighCOV_170723,2,12,2,24.371538861173462,balanced_future_roi_candidate,1345.8479532163742,128.0701754385965,1250,32,1442,224,192,96,96,3878,5817,8823.33203125,8933.904296875,110.572265625,0.07092020660638809,0.07426273822784424,0.0033425316214561462,0.18027756377319315,future8_negative,low_risk_negative,158.0,0.0,0.0,0.0,0.1268052199398837,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle158_rank12_obj2.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle158_rank12_obj2.png
cycle158_rank12_obj1,158.0,18_c2_xN_HighHighCOV_170723,2,12,1,24.06814112304627,balanced_future_roi_candidate,1196.3478260869565,1048.8260869565215,1100,953,1292,1145,192,96,96,3878,5817,8597.8251953125,8819.189453125,221.3642578125,0.06864318251609802,0.07737554609775543,0.00873236358165741,0.18027756377319315,future8_negative,low_risk_negative,158.0,0.0,0.0,0.0,0.1268052199398837,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle158_rank12_obj1.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle158_rank12_obj1.png
cycle158_rank12_obj3,158.0,18_c2_xN_HighHighCOV_170723,2,12,3,23.792022616705456,balanced_future_roi_candidate,821.1692307692308,324.55384615384617,725,229,917,421,192,96,96,3878,5817,8408.9228515625,8616.234375,207.3115234375,0.07090327888727188,0.08091405779123306,0.010010778903961182,0.18027756377319315,future8_negative,low_risk_negative,158.0,0.0,0.0,0.0,0.1268052199398837,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/cycle158_rank12_obj3.npz,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/balanced_future_roi_sequences/previews/cycle158_rank12_obj3.png
