target,echem_feature,n,spearman_rho,p_value,abs_spearman_rho
diffusion_proxy_abs_median_um2_per_s,pos_dq_abs_peak_frac,54,0.10363000737286988,0.4558399741272405,0.10363000737286988
diffusion_proxy_abs_median_um2_per_s,dqdv_peak_concentration,54,0.10363000737286988,0.4558399741272405,0.10363000737286988
radius2_slope_median_px2_per_s,voltage_peak_hysteresis_proxy,54,-0.10318718108368939,0.4577780044366794,0.10318718108368939
roi_norm_mean_delta_last_minus_first,neg_dq_abs_peak_voltage,54,-0.10309986765261726,0.45816066099763064,0.10309986765261726
transferred_masked_residual_signature,pos_dq_abs_peak_voltage,54,0.10293559988064609,0.4588810466541121,0.10293559988064609
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_I_pos_fraction,54,0.10271394100935281,0.45985409332248023,0.10271394100935281
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_I_neg_fraction,54,-0.10271394100935281,0.45985409332248023,0.10271394100935281
phase_slope_abs_median_per_s,all_dq_abs_midV_frac,54,0.1011108248731979,0.4669247870241665,0.1011108248731979
persistence_particle_mse_fraction_of_full_mean,shape_dVdt_abs_p95,54,-0.10088180828231863,0.46793964263734134,0.10088180828231863
threshold_robust_phase_score,echem_outlier_score,54,-0.10088180828231863,0.46793964263734134,0.10088180828231863
velocity_particle_mse_fraction_of_full_mean,shape_dVdt_abs_p95,54,-0.10042377510056008,0.46997290775596157,0.10042377510056008
phase_slope_positive_fraction,midV_charge_discharge_imbalance,54,0.1001947585096808,0.47099131452101733,0.1001947585096808
velocity_particle_mse_fraction_of_full_mean,pos_dq_abs_lowV_frac,54,0.09973672532792227,0.4730316695545552,0.09973672532792227
phase_slope_abs_median_per_s,echem_regime_pc3,72,-0.09963316352642318,0.40501724910882386,0.09963316352642318
phase_slope_positive_fraction,all_dq_abs_midV_frac,54,-0.0988206589644052,0.47712650647095933,0.0988206589644052
roi_norm_mean_delta_last_minus_first,echem_outlier_score,54,0.09859164237352591,0.478153150545752,0.09859164237352591
velocity_particle_mse_fraction_of_full_mean,shape_I_abs_mean_mA,54,-0.09829885238213877,0.47946738583713944,0.09829885238213877
diffusion_proxy_abs_median_um2_per_s,echem_regime_pc2,72,-0.0975092007380692,0.4151542802721238,0.0975092007380692
diffusion_proxy_abs_median_um2_per_s,echem_regime_pc1,72,0.09741265697496221,0.41561851219431806,0.09741265697496221
persistence_particle_mse_fraction_of_full_mean,shape_V_mean,54,-0.0972175428282503,0.48433755692595376,0.0972175428282503
velocity_particle_mse_fraction_of_full_mean,all_dq_abs_entropy,54,-0.09698852623737103,0.4853723680053033,0.09698852623737103
diffusion_proxy_abs_median_um2_per_s,all_dq_abs_midV_frac,54,0.09698852623737103,0.4853723680053033,0.09698852623737103
threshold_robust_phase_score,shape_I_pos_fraction,54,-0.09630147646473322,0.48848376019875883,0.09630147646473322
threshold_robust_phase_score,shape_I_neg_fraction,54,0.09630147646473322,0.48848376019875883,0.09630147646473322
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,all_dq_abs_lowV_frac,54,-0.09607245987385395,0.48952320557182044,0.09607245987385395
persistence_particle_mse_fraction_of_full_mean,all_dq_abs_peak_frac,54,-0.09538541010121615,0.4926484643637464,0.09538541010121615
roi_norm_mean_delta_last_minus_first,pos_dq_abs_entropy,54,0.09515639351033688,0.49369251974144257,0.09515639351033688
threshold_robust_phase_score,all_dq_abs_peak_frac,54,0.09378229396506126,0.4999809189308134,0.09378229396506126
object_mean_residual,neg_dq_abs_peak_frac,54,0.0933242607833027,0.5020861825113528,0.0933242607833027
velocity_particle_mse_fraction_of_full_mean,neg_dq_abs_peak_voltage,54,0.09330538022561864,0.5021730610544177,0.09330538022561864
radius2_slope_median_px2_per_s,neg_dq_abs_peak_frac,54,0.09286622760154416,0.5041959900563332,0.09286622760154416
persistence_particle_mse_fraction_of_full_mean,neg_dq_abs_entropy,54,-0.0926372110106649,0.5052525937712914,0.0926372110106649
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,neg_dq_abs_lowV_frac,54,-0.09217917782890636,0.507369192932294,0.09217917782890636
radius2_slope_median_px2_per_s,dqdv_integral_asymmetry,54,-0.09217917782890636,0.507369192932294,0.09217917782890636
velocity_particle_mse_fraction_of_full_mean,pos_dq_abs_highV_frac,54,-0.09195016123802709,0.508429185094382,0.09195016123802709
diffusion_proxy_abs_median_um2_per_s,all_dq_abs_peak_frac,54,0.09103409487451,0.5126803989589717,0.09103409487451
phase_slope_abs_median_per_s,lowV_charge_discharge_imbalance,54,-0.09034704510187219,0.5158805699198595,0.09034704510187219
phase_slope_positive_fraction,neg_dq_abs_peak_frac,54,-0.08943097873835512,0.5201630581296646,0.08943097873835512
velocity_particle_mse_fraction_of_full_mean,echem_regime_pc1,72,0.08833754324290428,0.4605784491062036,0.08833754324290428
object_mean_residual,pos_dq_abs_entropy,54,0.08828589578395876,0.5255410740556008,0.08828589578395876
velocity_particle_mse_fraction_of_full_mean,neg_dq_abs_entropy,54,-0.08759884601132095,0.5287810823839771,0.08759884601132095
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,coulombic_efficiency_pct,54,0.0871408128295624,0.5309465577426155,0.0871408128295624
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,coulombic_inefficiency_pct,54,-0.0871408128295624,0.5309465577426155,0.0871408128295624
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,charge_discharge_capacity_gap_mAh,54,-0.08691179623868314,0.5320309309604564,0.08691179623868314
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,charge_discharge_capacity_abs_gap_mAh,54,-0.08691179623868314,0.5320309309604564,0.08691179623868314
threshold_robust_phase_score,pos_dq_abs_peak_voltage,54,0.0857387860108313,0.5376020476843371,0.0857387860108313
threshold_robust_phase_score,all_dq_abs_peak_voltage,54,0.0856964354100697,0.5378037191261897,0.0856964354100697
phase_slope_positive_fraction,all_dq_abs_peak_voltage,54,0.0856964354100697,0.5378037191261897,0.0856964354100697
transferred_masked_residual_signature,all_dq_abs_highV_frac,54,-0.08557848136968359,0.5383656046791777,0.08557848136968359
threshold_robust_phase_score,pos_dq_abs_lowV_frac,54,0.08553769669340751,0.5385599529522757,0.08553769669340751
phase_slope_positive_fraction,pos_dq_abs_lowV_frac,54,-0.0848506469207697,0.5418390269358397,0.0848506469207697
persistence_particle_mse_fraction_of_full_mean,dqdv_entropy_asymmetry,54,0.08462163032989044,0.542934196643427,0.08462163032989044
object_mean_residual,lowV_charge_discharge_imbalance,54,0.0841635971481319,0.5451277423076629,0.0841635971481319
radius2_slope_median_px2_per_s,pos_dq_abs_highV_frac,54,-0.08393458055725263,0.5462261144654759,0.08393458055725263
object_mean_residual,shape_V_range,54,-0.08393458055725263,0.5462261144654759,0.08393458055725263
diffusion_proxy_abs_median_um2_per_s,voltage_peak_hysteresis_proxy,54,-0.08382426586846026,0.5467555675459276,0.08382426586846026
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,neg_dq_abs_midV_frac,54,0.08324753078461482,0.5495276052970882,0.08324753078461482
velocity_particle_mse_fraction_of_full_mean,capacity_mAh,54,-0.08301851419373554,0.5506302206114846,0.08301851419373554
velocity_particle_mse_fraction_of_full_mean,capacity_fade_from_first_mAh,54,0.08301851419373554,0.5506302206114846,0.08301851419373554
velocity_particle_mse_fraction_of_full_mean,capacity_fraction_of_first,54,-0.08301851419373554,0.5506302206114846,0.08301851419373554
velocity_particle_mse_fraction_of_full_mean,shape_charge_mAh_neg_abs,54,-0.08301851419373554,0.5506302206114846,0.08301851419373554
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,signed_charge_fraction,54,-0.08256048101197701,0.5528386171726137,0.08256048101197701
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,lowV_charge_discharge_imbalance,54,0.08233146442109773,0.5539443945197469,0.08233146442109773
radius2_slope_median_px2_per_s,shape_V_range,54,-0.08164441464845991,0.5572680192794947,0.08164441464845991
radius2_slope_median_px2_per_s,neg_dq_abs_midV_frac,54,0.08118638146670136,0.5594889932851673,0.08118638146670136
low_rank_dmd_particle_mse_fraction_of_full_mean,capacity_mAh,54,-0.08004129851230503,0.5650595964355273,0.08004129851230503
low_rank_dmd_particle_mse_fraction_of_full_mean,capacity_fade_from_first_mAh,54,0.08004129851230503,0.5650595964355273,0.08004129851230503
low_rank_dmd_particle_mse_fraction_of_full_mean,capacity_fraction_of_first,54,-0.08004129851230503,0.5650595964355273,0.08004129851230503
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_charge_mAh_neg_abs,54,-0.08004129851230503,0.5650595964355273,0.08004129851230503
phase_slope_positive_fraction,neg_dq_abs_highV_frac,54,-0.08004129851230503,0.5650595964355273,0.08004129851230503
threshold_robust_phase_score,neg_dq_abs_peak_voltage,54,0.07964464776164684,0.5669952424053126,0.07964464776164684
velocity_particle_mse_fraction_of_full_mean,pos_dq_abs_midV_frac,54,0.07958326533054647,0.5672950625832723,0.07958326533054647
transferred_masked_residual_signature,pos_dq_abs_highV_frac,54,-0.07939208512609201,0.5682293472131013,0.07939208512609201
diffusion_proxy_abs_median_um2_per_s,shape_V_mean,54,-0.0793542487396672,0.5684143357067711,0.0793542487396672
diffusion_proxy_abs_median_um2_per_s,dqdv_entropy_asymmetry,54,0.0793542487396672,0.5684143357067711,0.0793542487396672
roi_norm_mean_delta_last_minus_first,neg_dq_abs_peak_frac,54,-0.07843818237615013,0.5729016472186391,0.07843818237615013
object_mean_residual,shape_V_std,54,-0.07843818237615013,0.5729016472186391,0.07843818237615013
low_rank_dmd_particle_mse_fraction_of_full_mean,echem_outlier_score,54,0.07820916578527086,0.574026019499561,0.07820916578527086
object_mean_residual,echem_outlier_score,54,-0.07775113260351231,0.5762778027548873,0.07775113260351231
radius2_slope_median_px2_per_s,all_dq_abs_midV_frac,54,0.07752211601263304,0.5774052095327914,0.07752211601263304
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,all_dq_abs_entropy,54,-0.07729309942175377,0.578533623601592,0.07729309942175377
phase_slope_positive_fraction,shape_charge_mAh_abs,54,-0.07729309942175377,0.578533623601592,0.07729309942175377
object_mean_residual,dqdv_entropy_asymmetry,54,0.07660604964911596,0.5819248883624013,0.07660604964911596
phase_slope_positive_fraction,all_dq_abs_lowV_frac,54,0.0763770330582367,0.5830573103691923,0.0763770330582367
persistence_particle_mse_fraction_of_full_mean,neg_dq_abs_midV_frac,54,0.0754609666947196,0.5875969432951866,0.0754609666947196
transferred_masked_residual_signature,shape_V_mean,54,-0.07526782096369762,0.58855611342305,0.07526782096369762
roi_norm_mean_delta_last_minus_first,pos_dq_abs_lowV_frac,54,0.07477391692208181,0.5910120495434658,0.07477391692208181
diffusion_proxy_abs_median_um2_per_s,shape_dVdt_abs_p95,54,-0.07454490033120253,0.5921523841085566,0.07454490033120253
phase_slope_positive_fraction,neg_dq_abs_midV_frac,54,-0.07454490033120253,0.5921523841085566,0.07454490033120253
object_mean_residual,pos_dq_abs_peak_frac,54,-0.07385785055856471,0.595579254477369,0.07385785055856471
object_mean_residual,dqdv_peak_concentration,54,-0.07385785055856471,0.595579254477369,0.07385785055856471
velocity_particle_mse_fraction_of_full_mean,all_dq_abs_peak_frac,54,-0.07362883396768545,0.5967234927858379,0.07362883396768545
radius2_slope_median_px2_per_s,pos_dq_abs_midV_frac,54,0.07339981737680618,0.5978687014839799,0.07339981737680618
velocity_particle_mse_fraction_of_full_mean,echem_regime_pc3,72,-0.0731801724351054,0.5412613394202292,0.0731801724351054
low_rank_dmd_particle_mse_fraction_of_full_mean,all_dq_abs_midV_frac,54,-0.07271276760416838,0.6013101275628238,0.07271276760416838
object_mean_residual,neg_dq_abs_lowV_frac,54,-0.07271276760416838,0.6013101275628238,0.07271276760416838
phase_slope_abs_median_per_s,neg_dq_abs_lowV_frac,54,0.07225473442240982,0.6036092224643579,0.07225473442240982
threshold_robust_phase_score,shape_dVdt_abs_p95,54,0.07202571783153056,0.6047602063931774,0.07202571783153056
persistence_particle_mse_fraction_of_full_mean,shape_dVdt_sign_consistency,54,0.07156768464977202,0.6070650358456453,0.07156768464977202
low_rank_dmd_particle_mse_fraction_of_full_mean,all_dq_abs_highV_frac,54,0.07133866805889275,0.6082188768047875,0.07133866805889275
object_mean_residual,neg_dq_abs_entropy,54,-0.07110965146801349,0.6093736655317833,0.07110965146801349
phase_slope_abs_median_per_s,midV_charge_discharge_imbalance,54,-0.06927751874097932,0.618645817741464,0.06927751874097932
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_dVdt_sign_consistency,54,0.06904850215010004,0.6198090321392619,0.06904850215010004
phase_slope_abs_median_per_s,neg_dq_abs_midV_frac,54,0.06881948555922077,0.6209731710201155,0.06881948555922077
phase_slope_positive_fraction,dqdv_integral_asymmetry,54,-0.06881948555922077,0.6209731710201155,0.06881948555922077
object_mean_residual,shape_I_abs_mean_mA,54,0.068053051649173,0.624875807043708,0.068053051649173
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_V_range,54,-0.0679034191957037,0.6256389239878819,0.0679034191957037
diffusion_proxy_abs_median_um2_per_s,neg_dq_abs_entropy,54,-0.0679034191957037,0.6256389239878819,0.0679034191957037
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,echem_regime_pc2,72,-0.06758063417489944,0.5727200219171587,0.06758063417489944
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,shape_V_std,54,-0.06744538601394516,0.6279772855869236,0.06744538601394516
velocity_particle_mse_fraction_of_full_mean,all_dq_abs_highV_frac,54,-0.06721636942306589,0.6291478292822671,0.06721636942306589
roi_norm_mean_delta_last_minus_first,neg_dq_abs_highV_frac,54,0.06721636942306589,0.6291478292822671,0.06721636942306589
velocity_particle_mse_fraction_of_full_mean,shape_charge_mAh_abs,54,-0.06675833624130734,0.6314916304167517,0.06675833624130734
velocity_particle_mse_fraction_of_full_mean,shape_charge_mAh_pos,54,-0.06675833624130734,0.6314916304167517,0.06675833624130734
diffusion_proxy_abs_median_um2_per_s,all_dq_abs_entropy,54,-0.06652931965042806,0.6326648830175889,0.06652931965042806
phase_slope_positive_fraction,shape_V_range,54,-0.06652931965042806,0.6326648830175889,0.06652931965042806
radius2_slope_median_px2_per_s,shape_charge_mAh_pos,54,0.0663003030595488,0.6338390337380065,0.0663003030595488
object_mean_residual,all_dq_abs_lowV_frac,54,-0.0663003030595488,0.6338390337380065,0.0663003030595488
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,all_dq_abs_highV_frac,54,0.06584226987779027,0.6361900197910387,0.06584226987779027
roi_norm_mean_delta_last_minus_first,coulombic_efficiency_pct,54,-0.06584226987779027,0.6361900197910387,0.06584226987779027
roi_norm_mean_delta_last_minus_first,coulombic_inefficiency_pct,54,0.06584226987779027,0.6361900197910387,0.06584226987779027
velocity_particle_mse_fraction_of_full_mean,neg_dq_abs_midV_frac,54,0.06561325328691099,0.63736685023456,0.06561325328691099
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,echem_regime_pc1,72,0.06487740880790346,0.5882047490264802,0.06487740880790346
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,echem_outlier_score,54,-0.0646971869233939,0.6420830307884398,0.0646971869233939
roi_norm_mean_delta_last_minus_first,dqdv_integral_asymmetry,54,-0.06446817033251463,0.6432642782733232,0.06446817033251463
low_rank_dmd_particle_mse_fraction_of_full_mean,charge_discharge_capacity_gap_mAh,54,0.06309407078723901,0.6503700712845392,0.06309407078723901
low_rank_dmd_particle_mse_fraction_of_full_mean,charge_discharge_capacity_abs_gap_mAh,54,0.06309407078723901,0.6503700712845392,0.06309407078723901
persistence_particle_mse_fraction_of_full_mean,pos_dq_abs_peak_frac,54,0.06309407078723901,0.6503700712845392,0.06309407078723901
persistence_particle_mse_fraction_of_full_mean,dqdv_peak_concentration,54,0.06309407078723901,0.6503700712845392,0.06309407078723901
low_rank_dmd_particle_mse_fraction_of_full_mean,all_dq_abs_entropy,54,-0.06286505419635974,0.6515573980713255,0.06286505419635974
radius2_slope_median_px2_per_s,all_dq_abs_entropy,54,-0.06286505419635974,0.6515573980713255,0.06286505419635974
phase_slope_abs_median_per_s,dqdv_integral_asymmetry,54,0.06263603760548046,0.6527455832648316,0.06263603760548046
low_rank_dmd_particle_mse_fraction_of_full_mean,echem_regime_pc1,72,-0.06256035849333548,0.6016260691169172,0.06256035849333548
threshold_robust_phase_score,dqdv_integral_asymmetry,54,-0.062407021014601195,0.6539346243304056,0.062407021014601195
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,shape_dVdt_abs_p95,54,0.061719971241963385,0.6575068573216394,0.061719971241963385
object_mean_residual,all_dq_abs_highV_frac,54,-0.06149095465108412,0.6586992964072411,0.06149095465108412
radius2_slope_median_px2_per_s,shape_V_std,54,-0.06057488828756703,0.6634774580861101,0.06057488828756703
radius2_slope_median_px2_per_s,echem_regime_pc1,72,0.06014676441566051,0.6157484829241092,0.06014676441566051
threshold_robust_phase_score,neg_dq_abs_peak_frac,54,0.0601168551058085,0.665871545986549,0.0601168551058085
persistence_particle_mse_fraction_of_full_mean,neg_dq_abs_peak_frac,54,0.05988783851492922,0.6670698326250173,0.05988783851492922
roi_norm_mean_delta_last_minus_first,pos_dq_abs_highV_frac,54,0.05988783851492922,0.6670698326250173,0.05988783851492922
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,shape_dVdt_sign_consistency,54,0.05920078874229141,0.670669631994253,0.05920078874229141
persistence_particle_mse_fraction_of_full_mean,pos_dq_abs_highV_frac,54,-0.0585137389696536,0.6742767854923071,0.0585137389696536
phase_slope_abs_median_per_s,shape_I_pos_fraction,54,0.058284722378774335,0.6754807919540607,0.058284722378774335
phase_slope_abs_median_per_s,shape_I_neg_fraction,54,-0.058284722378774335,0.6754807919540607,0.058284722378774335
velocity_particle_mse_fraction_of_full_mean,shape_V_range,54,0.05805570578789506,0.6766856049888527,0.05805570578789506
radius2_slope_median_px2_per_s,shape_I_abs_mean_mA,54,0.05797111807151774,0.677130808431832,0.05797111807151774
roi_norm_mean_delta_last_minus_first,charge_discharge_capacity_gap_mAh,54,0.05782668919701579,0.6778912219430863,0.05782668919701579
roi_norm_mean_delta_last_minus_first,charge_discharge_capacity_abs_gap_mAh,54,0.05782668919701579,0.6778912219430863,0.05782668919701579
roi_norm_mean_delta_last_minus_first,signed_charge_fraction,54,0.05759767260613652,0.6790976401573877,0.05759767260613652
persistence_particle_mse_fraction_of_full_mean,all_dq_abs_highV_frac,54,0.05668160624261944,0.6839312722265803,0.05668160624261944
phase_slope_positive_fraction,pos_dq_abs_midV_frac,54,-0.05668160624261944,0.6839312722265803,0.05668160624261944
persistence_particle_mse_fraction_of_full_mean,echem_regime_pc2,72,-0.05647810141759454,0.6374824000967768,0.05647810141759454
low_rank_dmd_particle_mse_fraction_of_full_mean,shape_charge_mAh_abs,54,-0.05599455646998162,0.687564778346808,0.05599455646998162
phase_slope_positive_fraction,pos_dq_abs_highV_frac,54,0.05553652328822308,0.6899910191550097,0.05553652328822308
object_mean_residual,charge_discharge_capacity_gap_mAh,54,-0.05553652328822308,0.6899910191550097,0.05553652328822308
object_mean_residual,charge_discharge_capacity_abs_gap_mAh,54,-0.05553652328822308,0.6899910191550097,0.05553652328822308
persistence_particle_mse_fraction_of_full_mean,all_dq_abs_peak_voltage,54,-0.05545063467710393,0.6904463239681181,0.05545063467710393
persistence_particle_mse_fraction_of_full_mean,shape_V_range,54,0.05530750669734381,0.6912053024457546,0.05530750669734381
radius2_slope_median_px2_per_s,shape_I_pos_fraction,54,-0.05507849010646454,0.6924203573670711,0.05507849010646454
radius2_slope_median_px2_per_s,shape_I_neg_fraction,54,0.05507849010646454,0.6924203573670711,0.05507849010646454
low_rank_dmd_particle_mse_fraction_of_full_mean,coulombic_efficiency_pct,54,-0.053475373970309645,0.7009471176764311,0.053475373970309645
low_rank_dmd_particle_mse_fraction_of_full_mean,coulombic_inefficiency_pct,54,0.053475373970309645,0.7009471176764311,0.053475373970309645
roi_norm_mean_delta_last_minus_first,shape_charge_mAh_pos,54,0.05278832419767184,0.704612743507312,0.05278832419767184
persistence_particle_mse_fraction_of_full_mean,pos_dq_abs_entropy,54,-0.052101274425034025,0.7082850412498608,0.052101274425034025
persistence_particle_mse_fraction_of_full_mean,pos_dq_abs_midV_frac,54,0.05187225783415476,0.7095106101237857,0.05187225783415476
low_rank_dmd_particle_mse_fraction_of_full_mean,pos_dq_abs_midV_frac,54,-0.05095619147063768,0.714420158957065,0.05095619147063768
low_rank_dmd_particle_mse_fraction_of_full_mean,signed_charge_fraction,54,0.05049815828887913,0.7168792579242882,0.05049815828887913
threshold_robust_phase_score,pos_dq_abs_entropy,54,-0.05049815828887913,0.7168792579242882,0.05049815828887913
phase_slope_positive_fraction,highV_charge_discharge_imbalance,54,0.05049815828887913,0.7168792579242882,0.05049815828887913
phase_slope_positive_fraction,shape_charge_mAh_pos,54,-0.05026914169799986,0.7181098786458664,0.05026914169799986
low_rank_dmd_particle_mse_fraction_of_full_mean,midV_charge_discharge_imbalance,54,-0.050040125107120595,0.719341209740896,0.050040125107120595
threshold_robust_phase_score,all_dq_abs_lowV_frac,54,0.04958209192536205,0.7218059916647126,0.04958209192536205
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,shape_V_mean,54,-0.049353075334482785,0.7230394367873422,0.049353075334482785
object_mean_residual,signed_charge_fraction,54,-0.04889504215272424,0.7255084210502771,0.04889504215272424
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,neg_dq_abs_highV_frac,54,0.04866602556184497,0.7267439544538055,0.04866602556184497
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,echem_regime_pc3,72,-0.0484649690797136,0.6860073212824622,0.0484649690797136
roi_norm_mean_delta_last_minus_first,pos_dq_abs_midV_frac,54,-0.04774995919832789,0.7316929627168652,0.04774995919832789
low_rank_dmd_particle_mse_fraction_of_full_mean,all_dq_abs_peak_frac,54,0.047291926016569355,0.7341715511809825,0.047291926016569355
low_rank_dmd_particle_mse_fraction_of_full_mean,pos_dq_abs_lowV_frac,54,-0.046146843062173,0.7403797485966209,0.046146843062173
persistence_particle_mse_fraction_of_full_mean,shape_charge_mAh_abs,54,0.04591782647129372,0.7416233749400202,0.04591782647129372
threshold_robust_phase_score,echem_regime_pc3,72,-0.04585828747582462,0.7020818961490014,0.04585828747582462
threshold_robust_phase_score,charge_discharge_capacity_gap_mAh,54,-0.04545979328953518,0.7441125910351223,0.04545979328953518
threshold_robust_phase_score,charge_discharge_capacity_abs_gap_mAh,54,-0.04545979328953518,0.7441125910351223,0.04545979328953518
transferred_masked_residual_signature,shape_I_abs_mean_mA,54,-0.04539033305657325,0.7444903054138328,0.04539033305657325
phase_slope_positive_fraction,echem_regime_pc3,72,0.04498939360786163,0.7074696215050978,0.04498939360786163
persistence_particle_mse_fraction_of_full_mean,capacity_mAh,54,0.04477274351689737,0.7478512795280956,0.04477274351689737
persistence_particle_mse_fraction_of_full_mean,capacity_fade_from_first_mAh,54,-0.04477274351689737,0.7478512795280956,0.04477274351689737
persistence_particle_mse_fraction_of_full_mean,capacity_fraction_of_first,54,0.04477274351689737,0.7478512795280956,0.04477274351689737
persistence_particle_mse_fraction_of_full_mean,shape_charge_mAh_neg_abs,54,0.04477274351689737,0.7478512795280956,0.04477274351689737
phase_slope_abs_median_per_s,pos_dq_abs_lowV_frac,54,0.043169627380742474,0.7565971719046899,0.043169627380742474
velocity_particle_mse_fraction_of_full_mean,all_dq_abs_lowV_frac,54,-0.04294061078986321,0.7578490884236809,0.04294061078986321
velocity_particle_mse_fraction_of_full_mean,pos_dq_abs_peak_frac,54,0.04294061078986321,0.7578490884236809,0.04294061078986321
velocity_particle_mse_fraction_of_full_mean,dqdv_peak_concentration,54,0.04294061078986321,0.7578490884236809,0.04294061078986321
roi_norm_mean_delta_last_minus_first,midV_charge_discharge_imbalance,54,0.04294061078986321,0.7578490884236809,0.04294061078986321
object_mean_residual,coulombic_efficiency_pct,54,0.04248257760810467,0.7603547690512,0.04248257760810467
object_mean_residual,coulombic_inefficiency_pct,54,-0.04248257760810467,0.7603547690512,0.04248257760810467
object_mean_residual,neg_dq_abs_midV_frac,54,0.04248257760810467,0.7603547690512,0.04248257760810467
transferred_masked_residual_signature,lowV_charge_discharge_imbalance,54,0.042273707664542505,0.7614982093092979,0.042273707664542505
object_mean_residual,shape_I_pos_fraction,54,-0.0422535610172254,0.76160852715425,0.0422535610172254
object_mean_residual,shape_I_neg_fraction,54,0.0422535610172254,0.76160852715425,0.0422535610172254
radius2_slope_median_px2_per_s,shape_charge_mAh_abs,54,0.041795527835466854,0.7641178638915013,0.041795527835466854
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,all_dq_abs_peak_frac,54,-0.04156651124458759,0.7653734364933249,0.04156651124458759
object_mean_residual,pos_dq_abs_peak_voltage,54,-0.04001143347172128,0.7739147592161811,0.04001143347172128
velocity_particle_mse_fraction_of_full_mean,echem_regime_pc4,72,0.03900368029522768,0.7449625218299764,0.03900368029522768
phase_slope_positive_fraction,all_dq_abs_highV_frac,54,-0.03881831215403635,0.7804861446746614,0.03881831215403635
roi_norm_mean_delta_last_minus_first,pos_dq_abs_peak_frac,54,0.03881831215403635,0.7804861446746614,0.03881831215403635
roi_norm_mean_delta_last_minus_first,dqdv_peak_concentration,54,0.03881831215403635,0.7804861446746614,0.03881831215403635
radius2_slope_median_px2_per_s,echem_regime_pc3,72,-0.03861750524279968,0.7474029379140029,0.03861750524279968
phase_slope_abs_median_per_s,shape_dVdt_sign_consistency,54,0.03858929556315707,0.7817492642213526,0.03858929556315707
persistence_particle_mse_fraction_of_full_mean,echem_regime_pc1,72,0.03842441771658568,0.7486240772635185,0.03842441771658568
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,pos_dq_abs_peak_frac,54,0.0383602789722778,0.7830129428705986,0.0383602789722778
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,dqdv_peak_concentration,54,0.0383602789722778,0.7830129428705986,0.0383602789722778
diffusion_proxy_abs_median_um2_per_s,pos_dq_abs_lowV_frac,54,0.03813126238139853,0.784277177539748,0.03813126238139853
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,neg_dq_abs_peak_voltage,54,0.03801807619690262,0.7849022008170866,0.03801807619690262
low_rank_dmd_particle_mse_fraction_of_full_mean,highV_charge_discharge_imbalance,54,0.03790224579051926,0.785541965142039,0.03790224579051926
diffusion_proxy_abs_median_um2_per_s,all_dq_abs_peak_voltage,54,0.037807250916207215,0.7860667538847155,0.037807250916207215
threshold_robust_phase_score,signed_charge_fraction,54,-0.03721519601788145,0.7893396146189423,0.03721519601788145
low_rank_dmd_particle_mse_fraction_of_full_mean,voltage_peak_hysteresis_proxy,54,-0.03627482850447987,0.7945453406028888,0.03627482850447987
persistence_particle_mse_fraction_of_full_mean,neg_dq_abs_peak_voltage,54,0.03621382851298182,0.7948833365668369,0.03621382851298182
threshold_robust_phase_score,midV_charge_discharge_imbalance,54,-0.0360701130634851,0.7956797998028485,0.0360701130634851
low_rank_dmd_particle_mse_fraction_of_full_mean,echem_regime_pc2,72,0.035431561060268714,0.7676289144100746,0.035431561060268714
threshold_robust_phase_score,echem_regime_pc4,72,-0.03533501729716171,0.7682443236357863,0.03533501729716171
threshold_robust_phase_score,voltage_peak_hysteresis_proxy,54,-0.033823826578501505,0.8081549749065602,0.033823826578501505
low_rank_dmd_particle_mse_fraction_of_full_mean,pos_dq_abs_highV_frac,54,0.03355093056381312,0.8096738521578062,0.03355093056381312
persistence_particle_mse_fraction_of_full_mean,pos_dq_abs_lowV_frac,54,0.032863880791175304,0.8135008863156187,0.032863880791175304
