candidate_id,x_ds,y_ds,x_full_approx,y_full_approx,area_ds_px,area_full_approx_px,bbox_x0_ds,bbox_y0_ds,bbox_x1_ds,bbox_y1_ds,mean_residual,mean_abs_z,mean_temporal_std,polarity,rank_score,candidate_rank,cycleNo,pre_event_sampling_rank,event_relative_bin,selection_reason,sampling_priority,cycles_to_next_event,cycles_since_prev_event,already_in_existing_video_cohort,future_any_drop_within_8cycles,future_any_drop_within_16cycles,future_event_within_32cycles,past_event_within_16cycles,any_abrupt_drop,source_stem,local_cycle_index,n_segments_inferred,h5_total_frames,segment_start_frame,segment_end_frame,sampled_first_frame,sampled_last_frame,n_sampled_frames,downsample,n_candidates,overlay_png
67,440.25,94.75,1761.0,379.0,24,384,438,92,444,98,9165.8681640625,20.60833740234375,2259.328125,bright,4533439.289049625,18,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
26,73.88,31.8,295.52,127.2,25,400,72,29,77,36,8821.8837890625,19.850791931152344,1600.8275146484375,bright,4378034.4884371385,19,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
69,156.24,99.64,624.96,398.56,25,400,154,97,160,103,8408.5654296875,18.940555572509766,1927.0501708984375,bright,3981572.5201520137,20,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
16,255.875,15.666666666666666,1023.5,62.666666666666664,24,384,254,13,259,19,8275.1875,18.646825790405273,1974.2235107421875,bright,3703343.512690544,21,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
31,55.5,36.5,222.0,146.0,12,192,54,35,58,39,11697.15625,26.182889938354492,2585.937744140625,bright,3675184.2562258244,22,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
86,401.1333333333333,123.46666666666667,1604.5333333333333,493.8666666666667,15,240,400,121,404,127,10280.2646484375,23.062530517578125,1821.5848388671875,bright,3556333.757750541,23,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
92,174.96875,132.09375,699.875,528.375,32,512,172,130,179,136,6963.416015625,15.757959365844727,1620.1693115234375,bright,3511335.2518941164,24,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
112,465.84615384615387,174.3846153846154,1863.3846153846155,697.5384615384615,52,832,463,169,471,182,5387.64404296875,12.287700653076172,1795.7752685546875,bright,3442491.375717111,25,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
55,308.9047619047619,76.52380952380952,1235.6190476190477,306.0952380952381,21,336,307,74,312,80,8492.568359375,19.125553131103516,1675.5020751953125,bright,3410926.4149118587,26,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
32,78.61111111111111,37.27777777777778,314.44444444444446,149.11111111111111,18,288,77,35,81,41,9154.783203125,20.58392333984375,2466.51123046875,bright,3391944.401628256,27,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
94,473.7560975609756,139.20731707317074,1895.0243902439024,556.829268292683,82,1312,469,132,478,148,3259.84521484375,12.647364616394043,1130.263671875,bright,3380732.984061175,28,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
100,427.3939393939394,144.78787878787878,1709.5757575757575,579.1515151515151,33,528,425,141,431,149,6676.89794921875,15.126973152160645,1495.8974609375,bright,3333041.4485791004,29,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
143,77.56521739130434,231.30434782608697,310.2608695652174,925.2173913043479,23,368,75,229,81,235,7926.54296875,17.87902069091797,1361.1136474609375,bright,3259532.9921518266,30,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
144,312.6,234.86,1250.4,939.44,50,800,308,231,319,239,5278.404296875,12.047127723693848,994.9559326171875,bright,3179480.537087377,31,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
1,56.73728813559322,5.076271186440678,226.94915254237287,20.305084745762713,118,1888,47,2,68,12,2355.5380859375,11.404293060302734,1112.5169677734375,bright,3169863.1043148264,32,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
64,468.2105263157895,91.0,1872.842105263158,364.0,19,304,467,88,471,95,8540.52734375,19.231172561645508,1721.1488037109375,bright,3120642.7471870556,33,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
104,298.9,150.7,1195.6,602.8,30,480,297,147,302,155,6727.0791015625,15.237485885620117,1852.8441162109375,bright,3075113.1858452596,34,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
152,437.54901960784315,248.0392156862745,1750.1960784313726,992.156862745098,51,816,433,244,442,254,5084.10595703125,11.619230270385742,1425.9151611328125,bright,3012743.2895230846,35,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
164,22.06896551724138,279.58620689655174,88.27586206896552,1118.344827586207,29,464,20,276,26,284,6649.5576171875,15.066762924194336,1968.336669921875,bright,2905431.936899105,36,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
76,188.61904761904762,110.28571428571429,754.4761904761905,441.14285714285717,21,336,186,108,192,113,7754.4248046875,17.499967575073242,1786.283447265625,bright,2849745.835552873,37,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
122,48.9375,187.28125,195.75,749.125,32,512,45,185,53,191,6227.875,14.138108253479004,1079.485595703125,bright,2817611.8700523376,38,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
38,76.78571428571429,50.642857142857146,307.14285714285717,202.57142857142858,14,224,75,49,80,53,9451.2451171875,21.2368106842041,2187.853271484375,bright,2810000.245972071,39,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
101,217.0,146.0,868.0,584.0,21,336,215,144,220,149,7645.3056640625,17.259662628173828,1494.2279052734375,bright,2771063.3254706897,40,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
36,49.8125,50.0625,199.25,200.25,32,512,47,47,54,54,6145.7607421875,13.957270622253418,1738.844482421875,bright,2744897.4674666226,41,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
110,458.5,169.0,1834.0,676.0,16,256,457,167,461,172,8691.29296875,19.56319808959961,2317.43310546875,bright,2720471.7760384083,42,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
59,380.1666666666667,82.0,1520.6666666666667,328.0,12,192,379,80,383,85,9831.6845703125,22.07463836669922,2194.759521484375,bright,2604370.5771012604,43,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
141,408.0,227.52,1632.0,910.08,25,400,406,225,411,232,6523.537109375,14.78923225402832,1839.8634033203125,bright,2411952.6357079856,44,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
136,88.80952380952381,211.04761904761904,355.23809523809524,844.1904761904761,21,336,86,209,92,214,7126.02001953125,16.116056442260742,1351.13427734375,bright,2411710.157712358,45,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
50,444.0,64.5,1776.0,258.0,20,320,442,62,447,68,7295.80859375,16.48997688293457,2158.59814453125,bright,2406154.3010650575,46,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
27,192.0,31.0,768.0,124.0,11,176,191,29,194,34,9648.75,21.671770095825195,2292.954833984375,bright,2300160.408833027,47,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
139,366.1111111111111,222.4814814814815,1464.4444444444443,889.925925925926,27,432,364,220,370,226,6107.99462890625,13.874102592468262,1583.01806640625,bright,2288059.4911236414,48,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
21,142.0,22.5,568.0,90.0,14,224,141,20,144,26,8476.048828125,19.089170455932617,2547.162353515625,bright,2265210.3722204044,49,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
102,323.1666666666667,146.0,1292.6666666666667,584.0,12,192,322,144,326,149,9023.2177734375,20.29418182373047,2075.201904296875,bright,2197425.8655510843,50,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
157,33.13333333333333,256.2,132.53333333333333,1024.8,30,480,30,254,37,260,5637.5283203125,12.83800983428955,1727.398681640625,bright,2171239.320517732,51,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
99,162.78571428571428,142.64285714285714,651.1428571428571,570.5714285714286,14,224,161,141,166,145,8235.8935546875,18.560291290283203,1862.703125,bright,2140048.1677507237,52,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
147,70.13636363636364,236.0,280.54545454545456,944.0,22,352,68,234,74,239,6548.23583984375,14.843626976013184,1575.1951904296875,bright,2138390.5434672227,53,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
97,437.5,136.0,1750.0,544.0,20,320,435,134,441,139,6677.25927734375,15.127767562866211,1685.7421875,bright,2020240.5260929652,54,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
118,272.5,179.5,1090.0,718.0,24,384,270,177,276,183,6083.87109375,13.82097339630127,1591.9937744140625,bright,2018040.4927978814,55,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
58,264.3529411764706,82.0,1057.4117647058824,328.0,17,272,262,80,267,85,7160.44384765625,16.19245719909668,1959.48388671875,bright,1971068.0690050526,56,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
123,404.32,188.24,1617.28,752.96,25,400,402,186,408,192,5699.44873046875,12.974374771118164,1699.3187255859375,bright,1848669.59544688,57,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
91,205.3030303030303,130.87878787878788,821.2121212121212,523.5151515151515,33,528,202,128,210,135,4907.48388671875,11.230263710021973,1035.7928466796875,bright,1818707.1606176603,58,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
121,82.6470588235294,185.0,330.5882352941176,740.0,17,272,81,183,86,188,6792.3974609375,15.381333351135254,1484.457275390625,bright,1776094.2032014346,59,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
162,31.130434782608695,265.4782608695652,124.52173913043478,1061.9130434782608,23,368,29,263,35,269,5723.138671875,13.026546478271484,1687.801513671875,bright,1714712.8339477703,60,114,14,near_pre_event_1_8,source_fill,1.5428379859893908,2.0,28.0,True,1,1,1,0,0,12_c2_x10_070723,9,10,9042,8137,9042,8137,9041,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_114_pre14_12_c2_x10_070723_local9.png
16,210.9811320754717,19.41509433962264,843.9245283018868,77.66037735849056,53,848,206,16,217,24,11193.2998046875,25.66951560974121,2956.48486328125,bright,15228308.955229769,1,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
30,336.8705035971223,45.410071942446045,1347.4820143884892,181.64028776978418,139,2224,328,35,346,55,6108.63330078125,17.572914123535156,1995.8515625,bright,14921161.888544645,2,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
38,418.0,50.114583333333336,1672.0,200.45833333333334,96,1536,410,43,426,56,7518.76806640625,19.38738250732422,2203.456787109375,bright,13993846.318778157,3,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
44,147.69230769230768,59.28846153846154,590.7692307692307,237.15384615384616,52,832,144,54,152,64,9797.595703125,22.374216079711914,2989.908447265625,bright,11399103.212815538,4,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
118,300.5128205128205,165.82051282051282,1202.051282051282,663.2820512820513,39,624,297,163,305,170,11327.3515625,25.79414176940918,2974.238037109375,bright,11394993.17092748,5,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
25,410.9428571428571,30.485714285714284,1643.7714285714285,121.94285714285714,35,560,408,27,415,35,11942.7177734375,27.17151641845703,3457.35107421875,bright,11357561.322168447,6,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
179,300.989010989011,278.032967032967,1203.956043956044,1112.131868131868,91,1456,297,269,308,287,6802.53515625,18.055570602416992,1947.119384765625,bright,11176952.494807698,7,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
72,205.56179775280899,97.21348314606742,822.2471910112359,388.85393258426967,89,1424,200,91,211,105,7059.1298828125,16.372406005859375,2765.906005859375,bright,10286169.703565568,8,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
34,252.0,44.5,1008.0,178.0,44,704,249,41,256,49,9928.78515625,22.775667190551758,3666.650634765625,bright,9949927.078310579,9,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
14,16.322580645161292,18.129032258064516,65.29032258064517,72.51612903225806,31,496,13,15,20,22,10863.8955078125,24.756784439086914,2837.49365234375,bright,8337608.696926041,10,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
181,102.3225806451613,272.3225806451613,409.2903225806452,1089.2903225806451,31,496,99,270,107,276,10792.521484375,24.597030639648438,2239.027099609375,bright,8229383.430537313,11,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
21,76.23636363636363,27.636363636363637,304.94545454545454,110.54545454545455,55,880,72,23,82,34,7821.4208984375,18.01641082763672,2249.380859375,bright,7750266.268916242,12,124,15,post_event_1_16,source_fill,0.418372959938422,32.0,8.0,False,0,0,1,1,0,14_c2_x10_HighCOV_110723,3,10,11902,3570,4760,3570,4759,12,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_sampling_manifest/overlays/cycle_124_pre15_14_c2_x10_HighCOV_110723_local3.png
